ID;name;slug;lat;lng;codice_provincia_istat;codice_comune_istat;codice_alfanumerico_istat;capoluogo_provincia;capoluogo_regione
1;Agliè;aglie;453.681;77.681;1;1;1001;0;0
2;Airasca;airasca;449.181;74.855;1;2;1002;0;0
3;Ala di Stura;ala-di-stura;453.154;73.026;1;3;1003;0;0
4;Albiano d'Ivrea;albiano-divrea;454.339;79.517;1;4;1004;0;0
5;Alice Superiore;alice-superiore;454.599;77.774;1;5;1005;0;0
6;Almese;almese;451.169;73.954;1;6;1006;0;0
7;Alpette;alpette;454.106;75.808;1;7;1007;0;0
8;Alpignano;alpignano;450.943;75.244;1;8;1008;0;0
9;Andezeno;andezeno;450.373;78.731;1;9;1009;0;0
10;Andrate;andrate;455.285;78.814;1;10;1010;0;0
11;Angrogna;angrogna;448.438;72.246;1;11;1011;0;0
12;Arignano;arignano;450.438;79.011;1;12;1012;0;0
13;Avigliana;avigliana;450.793;73.967;1;13;1013;0;0
14;Azeglio;azeglio;454.246;7.995;1;14;1014;0;0
15;Bairo;bairo;45.387;77.564;1;15;1015;0;0
16;Balangero;balangero;452.714;75.186;1;16;1016;0;0
17;Baldissero Canavese;baldissero-canavese;454.112;77.453;1;17;1017;0;0
18;Baldissero Torinese;baldissero-torinese;450.685;7.817;1;18;1018;0;0
19;Balme;balme;453.022;72.181;1;19;1019;0;0
20;Banchette;banchette;454.545;78.575;1;20;1020;0;0
21;Barbania;barbania;452.924;76.314;1;21;1021;0;0
22;Bardonecchia;bardonecchia;450.788;67.043;1;22;1022;0;0
23;Barone Canavese;barone-canavese;453.267;78.745;1;23;1023;0;0
24;Beinasco;beinasco;450.228;75.878;1;24;1024;0;0
25;Bibiana;bibiana;44.8;72.894;1;25;1025;0;0
26;Bobbio Pellice;bobbio-pellice;448.078;71.178;1;26;1026;0;0
27;Bollengo;bollengo;454.703;79.466;1;27;1027;0;0
28;Borgaro Torinese;borgaro-torinese;451.517;76.578;1;28;1028;0;0
29;Borgiallo;borgiallo;454.181;76.697;1;29;1029;0;0
30;Borgofranco d'Ivrea;borgofranco-divrea;455.139;78.592;1;30;1030;0;0
31;Borgomasino;borgomasino;453.642;79.888;1;31;1031;0;0
32;Borgone Susa;borgone-susa;451.212;72.398;1;32;1032;0;0
33;Bosconero;bosconero;45.268;77.641;1;33;1033;0;0
34;Brandizzo;brandizzo;451.783;78.389;1;34;1034;0;0
35;Bricherasio;bricherasio;448.245;73.066;1;35;1035;0;0
36;Brosso;brosso;45.494;78.039;1;36;1036;0;0
37;Brozolo;brozolo;451.177;80.725;1;37;1037;0;0
38;Bruino;bruino;450.212;74.646;1;38;1038;0;0
39;Brusasco;brusasco;451.558;80.595;1;39;1039;0;0
40;Bruzolo;bruzolo;451.434;71.938;1;40;1040;0;0
41;Buriasco;buriasco;448.747;74.114;1;41;1041;0;0
42;Burolo;burolo;454.822;7.935;1;42;1042;0;0
43;Busano;busano;453.331;76.571;1;43;1043;0;0
44;Bussoleno;bussoleno;451.414;71.475;1;44;1044;0;0
45;Buttigliera Alta;buttigliera-alta;45.071;74.295;1;45;1045;0;0
46;Cafasse;cafasse;452.461;75.184;1;46;1046;0;0
47;Caluso;caluso;453.059;78.969;1;47;1047;0;0
48;Cambiano;cambiano;449.694;77.731;1;48;1048;0;0
49;Campiglione-Fenile;campiglione-fenile;448.025;73.235;1;49;1049;0;0
50;Candia Canavese;candia-canavese;453.288;78.863;1;50;1050;0;0
51;Candiolo;candiolo;449.603;76.028;1;51;1051;0;0
52;Canischio;canischio;453.745;75.958;1;52;1052;0;0
53;Cantalupa;cantalupa;44.947;73.314;1;53;1053;0;0
54;Cantoira;cantoira;453.395;7.387;1;54;1054;0;0
55;Caprie;caprie;451.198;73.331;1;55;1055;0;0
56;Caravino;caravino;453.992;79.614;1;56;1056;0;0
57;Carema;carema;455.845;78.119;1;57;1057;0;0
58;Carignano;carignano;44.908;76.744;1;58;1058;0;0
59;Carmagnola;carmagnola;448.455;77.192;1;59;1059;0;0
60;Casalborgone;casalborgone;451.312;79.414;1;60;1060;0;0
61;Cascinette d'Ivrea;cascinette-divrea;454.813;79.067;1;61;1061;0;0
62;Caselette;caselette;451.058;74.821;1;62;1062;0;0
63;Caselle Torinese;caselle-torinese;451.774;76.475;1;63;1063;0;0
64;Castagneto Po;castagneto-po;451.603;78.906;1;64;1064;0;0
65;Castagnole Piemonte;castagnole-piemonte;448.992;75.674;1;65;1065;0;0
66;Castellamonte;castellamonte;45.383;77.133;1;66;1066;0;0
67;Castelnuovo Nigra;castelnuovo-nigra;454.392;76.958;1;67;1067;0;0
68;Castiglione Torinese;castiglione-torinese;451.202;78.155;1;68;1068;0;0
69;Cavagnolo;cavagnolo;451.529;80.501;1;69;1069;0;0
70;Cavour;cavour;447.857;7.375;1;70;1070;0;0
71;Cercenasco;cercenasco;448.606;75.049;1;71;1071;0;0
72;Ceres;ceres;45.313;73.889;1;72;1072;0;0
73;Ceresole Reale;ceresole-reale;454.325;72.361;1;73;1073;0;0
74;Cesana Torinese;cesana-torinese;449.529;67.937;1;74;1074;0;0
75;Chialamberto;chialamberto;453.641;73.406;1;75;1075;0;0
76;Chianocco;chianocco;451.483;71.687;1;76;1076;0;0
77;Chiaverano;chiaverano;454.986;79.048;1;77;1077;0;0
78;Chieri;chieri;450.116;78.229;1;78;1078;0;0
79;Chiesanuova;chiesanuova;38.018;126.594;1;79;1079;0;0
80;Chiomonte;chiomonte;451.192;69.815;1;80;1080;0;0
81;Chiusa di San Michele;chiusa-di-san-michele;451.053;73.283;1;81;1081;0;0
82;Chivasso;chivasso;451.899;78.843;1;82;1082;0;0
83;Ciconio;ciconio;453.312;77.597;1;83;1083;0;0
84;Cintano;cintano;454.285;76.903;1;84;1084;0;0
85;Cinzano;cinzano;450.953;79.267;1;85;1085;0;0
86;Ciriè;cirie;452.336;76.046;1;86;1086;0;0
87;Claviere;claviere;449.388;67.503;1;87;1087;0;0
88;Coassolo Torinese;coassolo-torinese;452.988;74.616;1;88;1088;0;0
89;Coazze;coazze;450.556;73.081;1;89;1089;0;0
90;Collegno;collegno;450.777;75.704;1;90;1090;0;0
91;Colleretto Castelnuovo;colleretto-castelnuovo;454.235;76.809;1;91;1091;0;0
92;Colleretto Giacosa;colleretto-giacosa;454.339;77.997;1;92;1092;0;0
93;Condove;condove;451.185;73.088;1;93;1093;0;0
94;Corio;corio;453.149;75.335;1;94;1094;0;0
95;Cossano Canavese;cossano-canavese;453.888;79.927;1;95;1095;0;0
96;Cuceglio;cuceglio;453.604;78.163;1;96;1096;0;0
97;Cumiana;cumiana;449.808;73.778;1;97;1097;0;0
98;Cuorgnè;cuorgne;453.907;76.496;1;98;1098;0;0
99;Druento;druento;451.343;75.765;1;99;1099;0;0
100;Exilles;exilles;450.986;69.303;1;100;1100;0;0
101;Favria;favria;453.322;76.917;1;101;1101;0;0
102;Feletto;feletto;453.048;7.746;1;102;1102;0;0
103;Fenestrelle;fenestrelle;450.345;70.522;1;103;1103;0;0
104;Fiano;fiano;452.178;75.239;1;104;1104;0;0
105;Fiorano Canavese;fiorano-canavese;454.688;78.349;1;105;1105;0;0
106;Foglizzo;foglizzo;45.273;78.209;1;106;1106;0;0
107;Forno Canavese;forno-canavese;453.464;75.922;1;107;1107;0;0
108;Frassinetto;frassinetto;454.378;76.078;1;108;1108;0;0
109;Front;front;452.819;76.641;1;109;1109;0;0
110;Frossasco;frossasco;449.341;73.513;1;110;1110;0;0
111;Garzigliana;garzigliana;448.371;73.741;1;111;1111;0;0
112;Gassino Torinese;gassino-torinese;451.298;78.243;1;112;1112;0;0
113;Germagnano;germagnano;452.648;74.706;1;113;1113;0;0
114;Giaglione;giaglione;451.362;70.087;1;114;1114;0;0
115;Giaveno;giaveno;450.418;73.525;1;115;1115;0;0
116;Givoletto;givoletto;451.608;7.495;1;116;1116;0;0
117;Gravere;gravere;451.267;7.019;1;117;1117;0;0
118;Groscavallo;groscavallo;453.684;72.591;1;118;1118;0;0
119;Grosso;grosso;452.575;75.584;1;119;1119;0;0
120;Grugliasco;grugliasco;450.623;75.783;1;120;1120;0;0
121;Ingria;ingria;454.663;75.712;1;121;1121;0;0
122;Inverso Pinasca;inverso-pinasca;44.945;72.181;1;122;1122;0;0
123;Isolabella;isolabella;449.075;79.102;1;123;1123;0;0
124;Issiglio;issiglio;454.463;77.553;1;124;1124;0;0
125;Ivrea;ivrea;454.666;78.759;1;125;1125;0;0
126;La Cassa;la-cassa;451.814;75.175;1;126;1126;0;0
127;La Loggia;la-loggia;449.588;76.684;1;127;1127;0;0
128;Lanzo Torinese;lanzo-torinese;452.741;74.812;1;128;1128;0;0
129;Lauriano;lauriano;451.592;79.928;1;129;1129;0;0
130;Leini;leini;451.838;77.153;1;130;1130;0;0
131;Lemie;lemie;452.289;72.942;1;131;1131;0;0
132;Lessolo;lessolo;45.476;78.137;1;132;1132;0;0
133;Levone;levone;453.177;76.075;1;133;1133;0;0
134;Locana;locana;454.163;7.46;1;134;1134;0;0
135;Lombardore;lombardore;452.364;77.414;1;135;1135;0;0
136;Lombriasco;lombriasco;448.422;76.367;1;136;1136;0;0
137;Loranzè;loranze;454.427;78.139;1;137;1137;0;0
138;Lugnacco;lugnacco;454.445;77.818;1;138;1138;0;0
139;Luserna San Giovanni;luserna-san-giovanni;448.085;72.454;1;139;1139;0;0
140;Lusernetta;lusernetta;448.025;72.487;1;140;1140;0;0
141;Lusigliè;lusiglie;453.196;77.658;1;141;1141;0;0
142;Macello;macello;448.522;73.992;1;142;1142;0;0
143;Maglione;maglione;453.477;80.146;1;143;1143;0;0
144;Marentino;marentino;450.563;78.781;1;144;1144;0;0
145;Massello;massello;449.586;70.566;1;145;1145;0;0
146;Mathi;mathi;452.563;75.431;1;146;1146;0;0
147;Mattie;mattie;451.192;71.163;1;147;1147;0;0
148;Mazzè;mazze;453.012;79.339;1;148;1148;0;0
149;Meana di Susa;meana-di-susa;451.231;70.629;1;149;1149;0;0
150;Mercenasco;mercenasco;453.575;78.813;1;150;1150;0;0
151;Meugliano;meugliano;454.904;77.795;1;151;1151;0;0
152;Mezzenile;mezzenile;45.296;73.967;1;152;1152;0;0
153;Mombello di Torino;mombello-di-torino;450.464;79.212;1;153;1153;0;0
154;Mompantero;mompantero;451.486;70.419;1;154;1154;0;0
155;Monastero di Lanzo;monastero-di-lanzo;453.016;74.404;1;155;1155;0;0
156;Moncalieri;moncalieri;449.994;76.801;1;156;1156;0;0
157;Moncenisio;moncenisio;452.033;69.843;1;157;1157;0;0
158;Montaldo Torinese;montaldo-torinese;450.664;78.514;1;158;1158;0;0
159;Montalenghe;montalenghe;453.384;7.84;1;159;1159;0;0
160;Montalto Dora;montalto-dora;454.917;78.639;1;160;1160;0;0
161;Montanaro;montanaro;452.345;78.546;1;161;1161;0;0
162;Monteu da Po;monteu-da-po;451.516;80.181;1;162;1162;0;0
163;Moriondo Torinese;moriondo-torinese;450.388;79.413;1;163;1163;0;0
164;Nichelino;nichelino;449.951;76.471;1;164;1164;0;0
165;Noasca;noasca;454.547;73.134;1;165;1165;0;0
166;Nole;nole;452.424;75.742;1;166;1166;0;0
167;Nomaglio;nomaglio;45.536;78.603;1;167;1167;0;0
168;None;none;449.342;75.413;1;168;1168;0;0
169;Novalesa;novalesa;451.912;70.148;1;169;1169;0;0
170;Oglianico;oglianico;453.434;76.958;1;170;1170;0;0
171;Orbassano;orbassano;450.074;75.374;1;171;1171;0;0
172;Orio Canavese;orio-canavese;453.303;78.628;1;172;1172;0;0
173;Osasco;osasco;448.484;73.438;1;173;1173;0;0
174;Osasio;osasio;448.725;76.092;1;174;1174;0;0
175;Oulx;oulx;450.333;68.336;1;175;1175;0;0
176;Ozegna;ozegna;45.35;77.464;1;176;1176;0;0
177;Palazzo Canavese;palazzo-canavese;454.586;79.797;1;177;1177;0;0
178;Pancalieri;pancalieri;448.346;7.587;1;178;1178;0;0
179;Parella;parella;454.303;77.942;1;179;1179;0;0
180;Pavarolo;pavarolo;450.695;78.362;1;180;1180;0;0
181;Pavone Canavese;pavone-canavese;454.354;78.529;1;181;1181;0;0
182;Pecco;pecco;454.518;77.772;1;182;1182;0;0
183;Pecetto Torinese;pecetto-torinese;450.172;77.504;1;183;1183;0;0
184;Perosa Argentina;perosa-argentina;449.569;71.919;1;184;1184;0;0
185;Perosa Canavese;perosa-canavese;453.981;78.321;1;185;1185;0;0
186;Perrero;perrero;449.383;71.148;1;186;1186;0;0
187;Pertusio;pertusio;453.567;76.427;1;187;1187;0;0
188;Pessinetto;pessinetto;452.892;74.039;1;188;1188;0;0
189;Pianezza;pianezza;450.986;75.484;1;189;1189;0;0
190;Pinasca;pinasca;449.424;72.275;1;190;1190;0;0
191;Pinerolo;pinerolo;448.846;73.309;1;191;1191;0;0
192;Pino Torinese;pino-torinese;450.406;77.783;1;192;1192;0;0
193;Piobesi Torinese;piobesi-torinese;449.339;76.113;1;193;1193;0;0
194;Piossasco;piossasco;449.911;74.635;1;194;1194;0;0
195;Piscina;piscina;44.913;73.647;1;195;1195;0;0
196;Piverone;piverone;454.474;80.069;1;196;1196;0;0
197;Poirino;poirino;449.219;78.481;1;197;1197;0;0
198;Pomaretto;pomaretto;44.956;71.829;1;198;1198;0;0
199;Pont-Canavese;pont-canavese;454.239;75.974;1;199;1199;0;0
200;Porte;porte;448.879;72.703;1;200;1200;0;0
201;Pragelato;pragelato;450.155;6.942;1;201;1201;0;0
202;Prali;prali;448.891;70.489;1;202;1202;0;0
203;Pralormo;pralormo;448.608;79.025;1;203;1203;0;0
204;Pramollo;pramollo;44.904;72.146;1;204;1204;0;0
205;Prarostino;prarostino;448.666;72.684;1;205;1205;0;0
206;Prascorsano;prascorsano;453.688;76.181;1;206;1206;0;0
207;Pratiglione;pratiglione;453.536;75.962;1;207;1207;0;0
208;Quagliuzzo;quagliuzzo;454.278;77.834;1;208;1208;0;0
209;Quassolo;quassolo;455.239;78.334;1;209;1209;0;0
210;Quincinetto;quincinetto;455.622;78.075;1;210;1210;0;0
211;Reano;reano;450.522;74.302;1;211;1211;0;0
212;Ribordone;ribordone;454.332;75.026;1;212;1212;0;0
213;Rivalba;rivalba;451.194;78.892;1;213;1213;0;0
214;Rivalta di Torino;rivalta-di-torino;45.033;75.232;1;214;1214;0;0
215;Riva presso Chieri;riva-presso-chieri;449.859;78.734;1;215;1215;0;0
216;Rivara;rivara;453.334;76.258;1;216;1216;0;0
217;Rivarolo Canavese;rivarolo-canavese;45.332;77.232;1;217;1217;0;0
218;Rivarossa;rivarossa;452.527;77.159;1;218;1218;0;0
219;Rivoli;rivoli;450.705;75.192;1;219;1219;0;0
220;Robassomero;robassomero;452.007;75.686;1;220;1220;0;0
221;Rocca Canavese;rocca-canavese;453.108;75.774;1;221;1221;0;0
222;Roletto;roletto;449.251;73.309;1;222;1222;0;0
223;Romano Canavese;romano-canavese;453.902;78.655;1;223;1223;0;0
224;Ronco Canavese;ronco-canavese;454.997;75.473;1;224;1224;0;0
225;Rondissone;rondissone;452.478;79.642;1;225;1225;0;0
226;Rorà;rora;447.931;72.002;1;226;1226;0;0
227;Roure;roure;450.022;71.284;1;227;1227;0;0
228;Rosta;rosta;450.689;74.663;1;228;1228;0;0
229;Rubiana;rubiana;451.388;73.827;1;229;1229;0;0
230;Rueglio;rueglio;45.468;77.561;1;230;1230;0;0
231;Salassa;salassa;453.567;76.903;1;231;1231;0;0
232;Salbertrand;salbertrand;450.732;68.842;1;232;1232;0;0
233;Salerano Canavese;salerano-canavese;454.588;78.512;1;233;1233;0;0
234;Salza di Pinerolo;salza-di-pinerolo;44.941;70.536;1;234;1234;0;0
235;Samone;samone;460.813;115.212;1;235;1235;0;0
236;San Benigno Canavese;san-benigno-canavese;452.281;77.863;1;236;1236;0;0
237;San Carlo Canavese;san-carlo-canavese;452.456;76.069;1;237;1237;0;0
238;San Colombano Belmonte;san-colombano-belmonte;45.383;7.623;1;238;1238;0;0
239;San Didero;san-didero;451.354;72.147;1;239;1239;0;0
240;San Francesco al Campo;san-francesco-al-campo;452.295;76.533;1;240;1240;0;0
241;Sangano;sangano;45.027;74.505;1;241;1241;0;0
242;San Germano Chisone;san-germano-chisone;449.031;72.378;1;242;1242;0;0
243;San Gillio;san-gillio;451.438;75.371;1;243;1243;0;0
244;San Giorgio Canavese;san-giorgio-canavese;453.352;7.798;1;244;1244;0;0
245;San Giorio di Susa;san-giorio-di-susa;451.292;71.794;1;245;1245;0;0
246;San Giusto Canavese;san-giusto-canavese;453.163;78.103;1;246;1246;0;0
247;San Martino Canavese;san-martino-canavese;453.961;78.178;1;247;1247;0;0
248;San Maurizio Canavese;san-maurizio-canavese;452.181;76.317;1;248;1248;0;0
249;San Mauro Torinese;san-mauro-torinese;451.019;77.656;1;249;1249;0;0
250;San Pietro Val Lemina;san-pietro-val-lemina;449.075;7.312;1;250;1250;0;0
251;San Ponso;san-ponso;453.508;76.709;1;251;1251;0;0
252;San Raffaele Cimena;san-raffaele-cimena;451.688;7.859;1;252;1252;0;0
253;San Sebastiano da Po;san-sebastiano-da-po;451.683;79.583;1;253;1253;0;0
254;San Secondo di Pinerolo;san-secondo-di-pinerolo;448.675;72.995;1;254;1254;0;0
255;Sant'Ambrogio di Torino;santambrogio-di-torino;450.978;73.622;1;255;1255;0;0
256;Sant'Antonino di Susa;santantonino-di-susa;451.081;72.749;1;256;1256;0;0
257;Santena;santena;44.949;77.728;1;257;1257;0;0
258;Sauze di Cesana;sauze-di-cesana;449.417;68.602;1;258;1258;0;0
259;Sauze d'Oulx;sauze-doulx;450.275;68.596;1;259;1259;0;0
260;Scalenghe;scalenghe;448.873;74.968;1;260;1260;0;0
261;Scarmagno;scarmagno;453.855;78.424;1;261;1261;0;0
262;Sciolze;sciolze;450.942;78.816;1;262;1262;0;0
263;Sestriere;sestriere;449.569;68.801;1;263;1263;0;0
264;Settimo Rottaro;settimo-rottaro;454.092;79.938;1;264;1264;0;0
265;Settimo Torinese;settimo-torinese;451.371;77.709;1;265;1265;0;0
266;Settimo Vittone;settimo-vittone;455.508;78.335;1;266;1266;0;0
267;Sparone;sparone;454.148;75.445;1;267;1267;0;0
268;Strambinello;strambinello;45.424;77.721;1;268;1268;0;0
269;Strambino;strambino;453.816;78.848;1;269;1269;0;0
270;Susa;susa;451.385;70.484;1;270;1270;0;0
271;Tavagnasco;tavagnasco;45.546;78.239;1;271;1271;0;0
272;Torino;torino;45.05;76.667;1;272;1272;1;1
273;Torrazza Piemonte;torrazza-piemonte;452.164;79.778;1;273;1273;0;0
274;Torre Canavese;torre-canavese;453.931;77.609;1;274;1274;0;0
275;Torre Pellice;torre-pellice;448.206;72.237;1;275;1275;0;0
276;Trana;trana;45.04;7.423;1;276;1276;0;0
277;Trausella;trausella;454.908;77.632;1;277;1277;0;0
278;Traversella;traversella;455.096;77.506;1;278;1278;0;0
279;Traves;traves;452.683;74.308;1;279;1279;0;0
280;Trofarello;trofarello;449.847;77.464;1;280;1280;0;0
281;Usseaux;usseaux;450.486;70.267;1;281;1281;0;0
282;Usseglio;usseglio;452.328;72.172;1;282;1282;0;0
283;Vaie;vaie;451.016;72.898;1;283;1283;0;0
284;Val della Torre;val-della-torre;451.563;74.463;1;284;1284;0;0
285;Valgioie;valgioie;450.761;73.407;1;285;1285;0;0
286;Vallo Torinese;vallo-torinese;452.245;74.975;1;286;1286;0;0
287;Valperga;valperga;453.701;76.579;1;287;1287;0;0
288;Valprato Soana;valprato-soana;455.222;75.502;1;288;1288;0;0
289;Varisella;varisella;452.096;74.861;1;289;1289;0;0
290;Vauda Canavese;vauda-canavese;452.792;76.164;1;290;1290;0;0
291;Venaus;venaus;451.596;70.092;1;291;1291;0;0
292;Venaria Reale;venaria-reale;451.342;7.629;1;292;1292;0;0
293;Verolengo;verolengo;451.911;79.694;1;293;1293;0;0
294;Verrua Savoia;verrua-savoia;451.578;80.935;1;294;1294;0;0
295;Vestignè;vestigne;453.867;79.559;1;295;1295;0;0
296;Vialfrè;vialfre;453.812;78.177;1;296;1296;0;0
297;Vico Canavese;vico-canavese;45.397;74.668;1;297;1297;0;0
298;Vidracco;vidracco;454.317;77.586;1;298;1298;0;0
299;Vigone;vigone;448.455;74.961;1;299;1299;0;0
300;Villafranca Piemonte;villafranca-piemonte;44.78;75.016;1;300;1300;0;0
301;Villanova Canavese;villanova-canavese;452.445;75.533;1;301;1301;0;0
302;Villarbasse;villarbasse;450.463;74.695;1;302;1302;0;0
303;Villar Dora;villar-dora;451.156;73.847;1;303;1303;0;0
304;Villareggia;villareggia;453.111;79.778;1;304;1304;0;0
305;Villar Focchiardo;villar-focchiardo;451.103;72.328;1;305;1305;0;0
306;Villar Pellice;villar-pellice;448.094;71.533;1;306;1306;0;0
307;Villar Perosa;villar-perosa;449.193;72.481;1;307;1307;0;0
308;Villastellone;villastellone;449.218;77.446;1;308;1308;0;0
309;Vinovo;vinovo;449.482;76.338;1;309;1309;0;0
310;Virle Piemonte;virle-piemonte;448.656;75.713;1;310;1310;0;0
311;Vische;vische;453.352;79.459;1;311;1311;0;0
312;Vistrorio;vistrorio;45.443;77.685;1;312;1312;0;0
313;Viù;viu;452.389;73.766;1;313;1313;0;0
314;Volpiano;volpiano;452.015;77.773;1;314;1314;0;0
315;Volvera;volvera;44.956;75.125;1;315;1315;0;0
316;Alagna Valsesia;alagna-valsesia;458.542;79.374;2;2;2002;0;0
317;Albano Vercellese;albano-vercellese;454.272;83.807;2;3;2003;0;0
318;Alice Castello;alice-castello;453.663;80.741;2;4;2004;0;0
319;Arborio;arborio;454.959;83.864;2;6;2006;0;0
320;Asigliano Vercellese;asigliano-vercellese;452.625;84.097;2;7;2007;0;0
321;Balmuccia;balmuccia;458.189;81.427;2;8;2008;0;0
322;Balocco;balocco;454.562;82.813;2;9;2009;0;0
323;Bianzè;bianze;453.096;81.238;2;11;2011;0;0
324;Boccioleto;boccioleto;458.302;8.113;2;14;2014;0;0
325;Borgo d'Ale;borgo-dale;453.527;80.519;2;15;2015;0;0
326;Borgosesia;borgosesia;457.153;82.772;2;16;2016;0;0
327;Borgo Vercelli;borgo-vercelli;453.589;84.642;2;17;2017;0;0
328;Breia;breia;457.667;83.108;2;19;2019;0;0
329;Buronzo;buronzo;454.819;82.683;2;21;2021;0;0
330;Campertogno;campertogno;457.999;80.333;2;25;2025;0;0
331;Carcoforo;carcoforo;459.096;80.457;2;29;2029;0;0
332;Caresana;caresana;452.219;85.064;2;30;2030;0;0
333;Caresanablot;caresanablot;453.585;83.931;2;31;2031;0;0
